age,Computer,TV,Cellphone,Software,Frequency3,Monetary3,Monetary60
11,0,2,1,6,9,2165323.35256919,6678153.20453285
15,1,1,1,4,7,1726087.96929351,5301588.82742741
16,2,1,1,7,11,1959295.75574896,5125204.65178851
31,4,1,0,6,11,2155268.77852718,4272466.80493166
29,5,2,1,7,15,2313433.59147889,6284383.28896425
22,6,2,2,1,11,2265953.9231674997,9088912.32426178
13,1,1,2,4,8,1495358.8255083999,5275029.5101892995
13,4,3,0,3,10,1999291.36942019,9393922.68896604
24,5,1,0,4,10,2217837.92909646,5245633.75307315
20,2,0,0,3,5,1853412.89581543,5321378.169166599
34,6,2,0,3,11,2076628.36427697,8153941.57247061
17,6,2,0,2,10,1934454.52158029,3330525.52150248
23,5,3,1,4,13,2934660.76835333,6673071.47286304
25,0,1,2,1,4,1446443.34907563,5488555.45129311
35,3,3,0,4,10,1889044.41815593,4331746.15806036
29,0,1,2,4,7,1647924.16744329,7449313.14072244
22,0,1,0,4,5,1343360.54523317,3796005.52667228
12,3,0,1,4,8,2057574.70887142,4035501.85522325
29,3,3,2,4,12,2312626.04382709,6283855.39259051
34,2,3,0,6,11,1910888.89764105,6810243.22833371
19,3,1,0,2,6,1704432.41725946,2730604.22944287
15,6,0,2,6,14,2231135.83236518,5585877.8835327
10,5,3,0,1,9,1881287.20938157,3908440.601987
30,2,2,2,0,6,1694847.01663747,5819115.83706171
34,4,2,1,2,9,1996129.45932531,5989199.97492356
10,3,2,0,6,11,1576609.08093094,9021134.29076249
10,0,1,2,1,4,1491595.94532885,2582627.1349247997
16,6,3,0,6,15,2838438.98394739,6587681.65799765
32,4,2,2,7,15,2763726.65111005,2480716.66151782
36,5,3,1,2,11,1964794.56338605,6350168.59080856
37,3,3,2,4,12,2444803.80554602,7516472.22729454
12,6,0,1,4,11,1778203.24208839,9570065.40824664
30,1,3,2,4,10,1900387.05340224,6792780.68719461
15,0,0,0,3,3,1629748.50809408,3628348.35836469
12,3,2,1,1,7,1863184.94534318,5452101.09376551
12,2,2,1,0,5,1089934.95903909,5613601.32398979
27,4,0,2,7,13,1854091.42377711,7327015.60513127
23,1,1,2,5,9,2312476.01569347,5870284.91593703
26,0,1,1,5,7,1617321.14765126,3965219.85076472
10,2,0,1,2,5,1953452.13914423,5325082.57388128
15,3,2,1,2,8,1868355.47941053,5146114.27394644
37,4,2,0,2,8,1431813.97513824,6536404.08895855
12,6,0,0,3,9,1631970.22064612,8198474.20056259
40,4,3,0,1,8,2186834.8304994,7757102.70953301
32,3,1,2,4,10,2413960.91491628,4182620.8652298995
26,2,1,2,0,5,1732089.17130501,5721888.41230735
22,4,1,0,1,6,1341584.39911884,1856479.81539229
37,2,3,0,4,9,2328552.57264125,3385123.11610557
13,5,2,0,1,8,1337277.26526432,3973430.33938675
23,0,0,1,3,4,1075728.80192046,2816068.39969781
17,0,2,0,6,8,1777070.5070771,7664509.86524178
20,6,0,0,4,10,1969041.75638406,6652770.39472692
33,2,1,0,3,6,1338352.95191876,7405965.44972552
35,2,3,0,5,10,1841410.30573533,5943333.12202164
24,0,2,0,0,2,1195447.32739237,3627867.57583578
23,3,1,1,0,5,1134840.93856237,3964677.50046184
14,4,3,2,1,10,1413723.03997338,5241219.77806363
16,2,0,1,5,8,1352648.09368885,6698338.1319438
20,6,0,0,3,9,1912476.82951293,7991066.31072141
10,3,2,2,0,7,1433106.11256068,4739281.60305788
20,0,0,0,5,5,1687579.60610893,5442375.57861565
14,4,3,2,7,16,2648079.61320484,9835413.64703595
35,1,3,0,3,7,1954140.59514069,2640451.69513116
32,2,3,1,7,13,2946384.68599037,5853540.99968285
13,2,3,0,0,5,1357202.35156542,3290040.06047986
17,2,3,1,5,11,1987007.7394312,6407630.301984
17,5,3,1,4,13,1931790.82765288,5376051.65425421
10,4,2,0,1,7,1326233.49051195,4438742.70720057
30,0,3,0,6,9,1714131.42286656,5224930.15992233
36,6,2,1,6,15,1533066.47591477,4648105.52003818
19,4,0,0,6,10,2293543.3356979,4011548.33978599
15,1,2,0,1,4,1274553.4057598,5702851.53250292
15,0,3,0,4,7,1484041.98611493,5782947.95858626
20,0,2,0,3,5,1623828.85195991,4478842.78408346
15,5,0,0,5,10,1951506.30549895,7491691.96593156
34,4,1,1,0,6,1866860.16585423,4517770.57284764
31,5,2,0,2,9,2212542.17564181,4403779.29630108
16,5,2,1,5,13,2992801.99801788,5119975.24412956
13,5,1,0,1,7,1680943.36979875,4100136.56690982
38,5,3,2,3,13,2577601.70844402,9173652.99958925
13,3,1,2,6,12,2242188.22474672,6381901.79198577
11,0,2,2,6,10,2236710.25851598,5841622.55245652
30,1,3,2,4,10,1793201.46506998,6581899.64968737
11,2,0,1,6,9,1881598.37863764,4900796.65619713
18,1,0,1,0,2,1366493.58073292,225354.701439999
16,6,3,0,1,10,2517919.30468987,7868551.404442701
19,4,1,0,2,7,1414625.32043948,3529311.98430787
28,1,1,1,7,10,2078567.88858707,6607972.21785975
35,4,3,1,4,12,2428754.50303645,4233339.82741276
38,3,0,1,6,10,1969659.44099737,11486098.2474263
40,6,1,1,3,11,2065344.0527878997,5479670.19640375
10,6,1,2,4,13,2505612.72551791,5983902.77375258
26,6,0,2,3,11,2105503.72462299,9235424.71934527
13,3,2,2,6,13,2809195.26118184,5979934.1856197
36,2,2,2,5,11,2234055.37349518,8624867.00053231
18,1,1,1,2,5,1521624.84168992,2698960.45890498
20,6,0,0,5,11,1985568.56570825,2671857.97396558
33,1,0,0,1,2,1200714.69899424,4367546.0706674
40,1,1,2,1,5,1367966.00080161,3594667.35209967
14,4,3,2,1,10,2356659.56043632,7123468.88867979
29,4,0,1,5,10,2167613.07691235,4752572.81368705
18,6,0,0,0,6,2014220.90454092,7936464.9090227
24,1,3,0,2,6,2009258.68266022,7534436.84551485
39,0,0,1,1,2,1051221.36675362,3674025.42134656
15,1,2,2,2,7,1763112.14917713,2688666.73924334
31,6,3,1,4,14,2264241.00405208,7356372.61382362
22,6,3,2,4,15,2020562.32888163,8361837.77691505
15,0,0,2,3,5,1772607.21540315,5868937.34094626
17,0,0,2,2,4,1650524.72008093,6691694.94900528
12,1,2,2,2,7,1451801.52121263,3333247.4221063
13,6,0,2,7,15,1906138.3721323002,6845891.94203352
30,0,1,0,6,7,1696536.31964812,7734604.43364016
14,0,0,0,1,1,1032903.14824574,4247789.7093183
37,6,1,2,2,11,2499337.31287087,8788680.72784456
19,5,0,1,7,13,2973868.39696084,7416181.42649979
13,6,2,1,2,11,2392159.64957353,3717105.88794338
29,4,2,2,5,13,1297185.99868815,8789687.94861161
35,1,1,1,3,6,1631342.66666547,5628460.77108853
38,1,2,0,7,10,2192215.42184616,3144726.34967115
38,2,3,0,6,11,1947528.79489552,4989348.02601085
32,3,0,2,4,9,1579903.48279459,5395240.90171964
10,5,2,0,3,10,2264908.63093025,5486242.40776378
20,5,2,1,5,13,3395752.5077871,3300719.35754225
30,0,2,2,7,11,2165778.00104881,4382002.85115726
28,0,1,2,6,9,2026429.25901842,4964794.80770375
35,2,0,1,6,9,1502720.38726992,4391216.71517711
29,6,2,1,5,14,2484125.21969472,7597508.80465269
28,1,3,1,5,10,1660944.42725988,5952856.91961422
28,6,3,0,2,11,2364918.90679978,5509144.175359599
17,2,2,2,7,13,2177329.18829633,10689842.0806651
17,3,3,1,3,10,1870625.15633645,6583495.31063829
13,4,3,2,0,9,1896379.14541123,6303860.38258734
11,1,1,2,2,6,1496067.97141593,6607374.65061753
17,6,0,2,7,15,2082487.87952709,9344785.55246212
14,2,2,1,1,6,1624315.41969698,5930718.59749619
20,4,0,0,5,9,2036164.59976109,2910849.3208707003
35,3,3,2,5,13,1950076.94250934,9160703.17954085
21,2,2,0,4,8,1624631.41246116,7103019.33055047
15,4,1,2,4,11,2622407.09686394,5525303.11710471
25,2,1,2,1,6,1906313.80341402,3851032.76637088
10,4,2,1,5,12,2513689.10764379,7143226.25871491
32,1,2,2,4,9,2408724.56665166,7023955.57606448
20,2,0,2,7,11,2592257.49721924,9657320.1096158
14,1,1,2,0,4,1256488.60794555,4199974.72969563
31,2,3,0,7,12,2121244.29615691,3511498.50717419
33,4,3,0,4,11,2085922.74920211,7766667.35842893
36,0,0,2,0,2,1040859.06165601,3650747.94560774
31,2,2,0,4,8,1788016.98029648,6799293.88083695
21,2,2,0,4,8,1602981.00208389,1602981.00208389
39,4,0,2,5,11,2846202.46606103,6280437.503707901
17,4,1,1,6,12,1989835.77723788,5897781.65098413
36,5,2,0,0,7,1682910.30529097,4222727.17990709
31,6,0,1,3,10,1642380.60745484,6710408.42146385
15,2,1,2,1,6,1486235.77884736,4733754.20478379
37,1,3,0,7,11,1877998.51801031,7912968.32047421
10,3,2,1,7,13,2331990.04483154,6251976.69194745
17,1,2,2,0,5,1108126.5597326,6144393.65636777
34,2,2,1,4,9,1819435.86081474,2620543.26088434
32,6,2,0,5,13,1339178.85222512,7482271.87286052
19,5,2,2,2,11,2045856.82938566,6551040.61739384
36,0,2,2,3,7,1398624.50281386,4517544.01572707
24,3,1,2,3,9,1908100.87819618,4406684.52842075
33,2,3,0,0,5,1338256.63358183,2580311.05644907
25,6,1,0,6,13,2269329.64017951,10794480.4360027
34,5,0,1,4,10,2149524.88101271,3261079.69755652
35,2,0,2,1,5,1216929.56929249,2484744.43840241
10,5,1,0,1,7,2052040.13446833,5628586.31234497
18,5,3,1,7,16,2934322.85940748,9219025.9231639
12,2,1,0,4,7,1950048.9898396,6163950.83082739
29,1,1,2,5,9,1765154.51044853,5977289.51874282
30,5,1,1,4,11,1968562.28616707,2402726.39111698
40,4,1,0,3,8,1995212.91943883,6924862.27872458
11,0,1,0,0,1,694745.234107828,2946203.78381427
23,6,3,0,2,11,1765609.34910889,9097345.1416273
25,1,0,0,1,2,1249202.59350207,2598034.00524336
13,5,0,0,3,8,1641073.56062988,8163054.21713463
11,3,1,1,2,7,1922687.71778847,5884001.20056766
24,5,3,1,4,13,2027658.5049198002,5516067.39590434
20,1,0,1,6,8,1586174.76296766,4499266.46067998
31,3,1,0,1,5,1696263.6712578002,5198191.71923927
40,1,1,0,0,2,1226087.92415807,5684417.52792519
11,0,2,1,1,4,1372569.16826609,3441224.35132131
34,2,3,0,7,12,2250720.12632929,7506195.15351036
24,6,3,2,4,15,3024766.28100438,7147307.94854621
13,4,1,0,2,7,1574946.37725031,2351784.43645557
25,5,3,0,1,9,1692613.19071062,4831859.38078746
30,6,3,0,6,15,2680592.76903447,7155505.51402571
34,2,0,0,2,4,1389821.41707048,5242241.68629076
37,5,2,1,4,12,2150380.59879296,8115309.118617
36,3,1,2,6,12,2125146.15303982,5791435.20754036
33,0,0,1,1,2,1232008.69147339,1504141.59608109
14,2,0,1,2,5,1621802.7310052,2707889.41803667
24,1,0,1,0,2,1155900.76767774,2746075.45674588
31,6,2,1,5,14,2704656.46942385,5765982.02173269
26,4,3,0,7,14,2501942.13488105,5998971.0287431
40,1,0,0,5,6,1656717.32618127,3787374.82293659
16,5,0,0,2,7,1844660.92840917,3345022.97188792
25,0,1,2,5,8,1953074.82620411,4442650.93754488
31,3,2,0,6,11,2390455.5268543,9077647.26849006
21,0,0,2,4,6,1953633.2495331,3793770.6195457
32,4,2,0,4,10,2313495.83912188,5799231.30363452
10,6,0,1,0,7,1996939.92800691,5335917.34807956
33,4,1,0,2,7,2028725.90112281,9465679.59607755
27,2,3,0,7,12,2489810.11682017,4181149.66092723
37,4,2,0,6,12,2649839.04990278,7526398.52283711
28,1,2,1,0,4,1427745.30890415,3784071.54938117
24,1,1,2,0,4,1390764.1863969,7899837.71833673
31,4,3,2,7,16,3374211.46473009,5327793.08659805
24,1,2,1,4,8,1674372.04975635,3539767.86672205
24,3,2,0,1,6,1956398.71713897,1700075.00087118
23,4,0,1,5,10,1652646.08908661,5123742.94421349
35,4,1,1,6,12,2133568.47029008,7139310.16835196
24,3,1,2,5,11,2454366.24711736,8785574.11156937
14,3,3,1,4,11,2188646.99169722,5698628.2140608
34,1,0,0,7,8,1670692.16549383,5046471.05476706
26,4,2,1,4,11,1452265.81794467,7477095.09873746
12,1,1,2,6,10,1657772.99654015,6250591.49694775
10,5,3,2,6,16,2244974.56030099,7327388.80745021
17,4,2,1,3,10,1665738.45937369,4031833.27680787
12,3,3,0,3,9,2213831.74566471,5380903.17209189
20,2,0,0,7,9,1623276.26198508,7881990.48618621
33,6,3,1,0,10,1983015.48475694,1611158.59951238
14,4,3,0,5,12,2473845.52099037,7022044.54578342
19,3,2,0,1,6,1565533.84001903,5376923.37080215
21,1,1,2,4,8,1715426.7843913,4438982.99817441
21,3,2,2,5,12,2585463.22509919,10006579.612010302
29,6,3,0,1,10,1710767.94857979,6578547.62694575
24,6,1,1,7,15,3115360.80503076,6424698.48706506
27,6,0,1,3,10,1774207.38896952,5293527.76201583
36,6,3,1,0,10,1775593.58468009,9336917.88430872
27,6,0,1,0,7,1840741.96870919,9028319.7141262
28,1,1,1,7,10,2192316.75121796,8431594.30992075
16,6,0,0,6,12,2543974.69576675,6637023.39549398
36,3,3,1,4,11,1933521.18949295,6484756.5470249
33,5,3,0,5,13,3096913.35759691,5271650.12942385
37,3,2,2,1,8,1830121.09614309,6190506.22959479
32,5,3,1,3,12,2331261.95725764,8168189.06560114
15,4,2,0,2,8,2372784.22809938,5124354.48785978
33,4,2,0,4,10,1862165.73688685,6040193.07244712
13,5,2,1,4,12,2327584.50247206,9021642.85868318
27,4,2,0,4,10,2139060.33009516,7569064.90138664
34,3,0,0,6,9,1795428.7578985,5998036.13672221
35,6,1,0,7,14,3252215.70676967,4056463.16659309
29,2,2,0,7,11,2493757.58074503,9101950.97719901
12,2,2,0,0,4,1403259.92600439,2607821.67240731
11,0,0,1,1,2,823341.8357745791,674335.231063881
35,5,0,1,7,13,2258744.05081041,4665267.10940357
29,5,1,2,3,11,1789397.83870835,8284772.80255812
10,1,3,0,3,7,1255134.13629863,2600103.48578714
12,5,2,1,0,8,1748717.16537181,3424827.56929502
13,4,2,0,2,8,1859006.48724765,6110757.27559011
32,1,2,1,0,4,1377855.92411244,5037853.08606455
39,5,3,1,6,15,2106215.53554042,9118576.32950099
30,0,3,2,4,9,1811868.51678409,6912624.97116398
19,1,1,2,4,8,2110916.9617745,2822299.09841757
31,6,1,2,4,13,2062655.20157161,5666127.91035719
17,4,1,2,6,13,2716096.61534067,7663659.01171635
33,1,0,2,3,6,1537378.19323761,4018263.17491916
34,3,2,0,4,9,2031372.34374606,6520966.94199992
37,5,1,2,2,10,1855647.34301764,8179337.92435897
20,6,2,0,0,8,2272960.74765547,5119857.84494301
14,1,3,2,7,13,2234474.88374905,4341926.96940165
13,6,3,1,7,17,2676539.44198592,13984296.531658
27,0,1,1,6,8,1042788.17700822,4576251.42442924
25,1,2,1,6,10,2417472.82628084,3311324.02178558
13,3,3,0,0,6,2024663.72316781,1409991.77110533
20,4,3,0,3,10,2278882.32016578,9345343.40589215
29,2,1,2,3,8,1672004.64248053,5489144.76292094
17,4,0,2,7,13,2192402.5020049,343578.665272361
32,4,0,1,7,12,2027283.23546497,5294772.53120262
23,4,1,2,5,12,2618818.4473027,7012456.8631138
24,5,3,0,1,9,1654271.42803204,5859044.12030817
20,6,2,0,5,13,2077122.08122166,4884756.48132402
10,0,0,1,7,8,1556044.14682457,6226259.27830609
25,6,0,0,4,10,2223646.06547314,6413725.05108251
36,1,0,2,2,5,1168880.98781367,6783510.98425352
35,5,3,2,4,14,2917396.30957958,10121303.467972599
26,4,1,0,0,5,1565374.44815642,1921964.21505092
21,0,3,0,1,4,1212714.10927671,5496048.6986635
36,0,1,1,6,8,1829496.55126335,7434716.31066776
11,2,3,2,7,14,1731895.66820833,6136651.78255174
14,0,0,2,2,4,1304824.31213238,5799708.01052498
10,4,2,1,3,10,2294405.70778794,6637561.65007327
11,0,2,2,3,7,1125779.05776342,5220370.51758009
36,4,0,1,6,11,1238981.57276267,6118283.974046401
25,6,3,1,6,16,2340531.37955563,9917674.76745075
27,6,2,0,4,12,2412319.95969217,7753752.47519819
11,2,0,0,3,5,1344036.25810957,4171145.71557768
24,3,1,2,4,10,2238383.59538495,4771498.78503339
32,0,2,0,3,5,1849642.1567571,3917364.98313222
17,5,0,2,7,14,2886767.51794825,8189725.85153991
30,6,2,2,2,12,2235733.72295902,4817019.49724343
36,5,0,0,0,5,1796673.09198684,6786158.39261457
29,3,1,0,3,7,2117717.20807708,7332381.63435996
21,1,0,1,1,3,880495.908620645,5293117.7832623
28,5,0,0,4,9,2239054.43312685,6515785.29111367
19,2,2,2,3,9,2392003.21767677,6942721.00120542
28,4,2,2,5,13,1900666.14148622,8474349.8912908
16,3,3,1,2,9,2084258.48811383,5184914.77258017
22,0,1,2,5,8,2409758.52534216,3255560.51233987
35,3,2,1,1,7,1987771.14462964,3821118.1982992003
13,3,3,0,6,12,2514262.89442861,6190632.61473252
27,0,0,2,6,8,1686013.43270968,7701787.12267136
36,6,1,2,1,10,1805070.91635029,6934520.20641487
35,2,0,2,2,6,1503865.98313099,2604647.55087898
29,0,3,1,2,6,1407518.47217977,5824736.09881505
35,6,2,2,0,10,1795024.6593429002,7845975.26715563
16,0,1,0,5,6,1736667.18008228,3298978.99228526
39,4,3,0,6,13,2005850.68579392,7760824.07206029
37,1,1,1,2,5,1158540.75990323,2623111.33775565
17,5,2,0,4,11,2060140.76149335,6310281.02333081
38,1,3,2,0,6,1455447.40171697,3733193.51084352
31,1,1,1,5,8,1997892.73583548,8403640.73913963
11,3,0,2,1,6,1564079.57586516,1084809.60761604
18,0,0,1,7,8,1697819.85585522,5392399.34618562
32,2,2,1,4,9,1981464.14308335,5137771.97818219
38,2,0,0,5,7,1478600.55857281,5126469.0077546
12,1,0,1,7,9,2124157.93390003,5907636.48876107
40,3,3,2,2,10,1789368.04066425,6460567.92910948
23,5,1,1,3,10,2194762.07688438,8081941.33277114
40,6,0,2,0,8,1884118.68768318,8151870.11661635
27,0,2,2,0,4,1300674.79471659,3255697.58410383
22,1,2,1,6,10,1823948.9209848,5849129.73566121
40,4,3,0,0,7,1476510.38920993,4440903.59098476
26,3,1,0,0,4,1093125.25882056,4635550.00286614
31,4,3,2,5,14,2197229.27039909,7676294.8802453
20,4,0,0,1,5,1400871.40088253,4003396.68767206
40,4,3,0,7,14,3001852.00337783,9035437.40228281
14,6,2,1,3,12,2488068.2017334,1962044.30669839
33,6,3,2,1,12,2209349.28403331,7353421.62014768
33,1,3,1,5,10,2221011.75901999,5036968.16145972
14,5,0,2,6,13,2860520.81936946,8961708.52928635
39,1,0,0,2,3,1251708.00607503,4132364.24497843
10,0,0,2,7,9,1854567.77189985,4990571.6240644995
18,0,2,2,1,5,1185203.90760047,5155430.96475885
36,5,3,0,0,8,1410328.01642535,4082449.19291825
35,1,1,1,1,4,1390056.13060848,5064856.91981183
28,4,0,1,2,7,1422741.98006292,5551332.28901016
40,0,1,2,0,3,1105410.17907324,1136386.75353647
10,2,1,0,0,3,1581500.16540003,3361683.9721059
38,2,1,0,5,8,1299929.00583947,4781567.00564036
29,2,3,2,1,8,1680907.13786853,6879124.05345982
19,6,2,1,0,9,1713254.2234852,6346537.43169436
19,4,0,2,2,8,1955752.06888578,4164636.96842484
10,4,2,0,0,6,1697664.11786169,5621782.58603464
31,6,3,0,0,9,2180932.36029366,5327989.90237874
20,6,0,2,3,11,2518215.0902198,10075287.4602672
33,6,1,0,0,7,1587623.17447928,1575299.1970263
14,0,0,2,0,2,1187720.73960112,5681746.38573417
13,6,0,1,3,10,2019041.01237669,5752359.40794786
12,0,0,1,4,5,1376785.39368655,2101464.89951078
12,5,2,1,7,15,2350139.67507014,7349443.72269618
16,2,1,1,3,7,2433222.80436804,4916961.27893472
20,5,1,1,7,14,1632141.71192778,5815193.34311627
15,2,1,1,4,8,2226020.15325587,4607151.00114188
31,4,0,1,1,6,1688519.62201901,3784487.60335199
11,1,3,0,1,5,1730673.43912282,5219428.2821697
25,4,2,0,1,7,2089746.2018614,5737649.47250686
22,1,0,1,3,5,1514019.60395082,2717236.7996326
39,0,3,1,4,8,2001858.85758233,4211412.22836845
33,0,0,1,2,3,1292227.56548968,3418301.63010313
26,0,0,0,7,7,1965206.02917889,8850778.11777499
40,2,2,1,3,8,2315628.64120385,7113887.0651223995
19,5,0,2,6,13,2947279.78781195,6382366.380517401
11,3,0,1,4,8,1459455.11038452,5961265.77704861
17,5,3,2,0,10,2066421.49630138,7191037.89355901
23,0,0,2,4,6,1551381.78730788,4160779.79918759
15,1,3,1,6,11,1827034.87721589,9307777.07321589
20,0,0,0,5,5,1888849.73746668,2817495.30385854
18,6,2,2,7,17,3365139.02646823,12615407.8746098
38,4,3,2,3,12,2139616.52435484,7699242.37914414
36,1,2,2,3,8,2131839.96132451,4959435.97285676
20,6,3,2,4,15,1914446.58924801,2108158.03149329
17,2,1,0,0,3,1495378.30850947,4912233.01531431
14,6,1,2,4,13,2267126.77860908,8307768.51575003
28,4,3,1,7,15,2686045.10418776,2427080.34786404
27,0,3,0,0,3,1610056.40347843,3972317.15109663
26,0,0,0,6,6,1678814.29060433,5369940.97445269
17,5,3,0,2,10,1790304.97469937,7901315.90159889
30,3,1,1,4,9,1952506.67473177,3835039.71802462
24,0,0,2,1,3,1103427.36162578,2944278.63283591
18,2,2,0,0,4,1803389.66324591,3517550.41235765
36,6,1,0,0,7,2153792.01798229,5473315.90554591
27,0,0,2,3,5,1277288.23259121,4650124.3993931
30,1,3,0,4,8,1826157.97733405,5802229.12690026
18,2,3,2,5,12,2238928.46323152,7807570.64262874
36,5,2,0,0,7,1729992.60836039,3698953.51679993
12,1,0,0,3,4,1330199.92327565,5844386.97896216
33,1,0,0,0,1,1131042.17521897,6022275.57110385
37,6,3,0,2,11,2517412.14696724,7909985.51933744
16,2,1,2,3,8,1647172.46288627,5774030.3608515
32,6,3,1,1,11,2259063.4938986,9078630.95525718
11,2,0,1,5,8,1919728.49412008,6103103.10984079
17,4,1,1,0,6,1721986.36670773,5199824.52341349
14,6,1,2,4,13,2180521.50746629,8372909.127119999
17,4,2,0,4,10,2021793.41087059,5408249.04549017
29,3,0,1,4,8,1572499.25868252,6282515.72758741
35,1,0,0,1,2,1023597.73562319,7031305.58843235
18,6,2,1,1,10,2134825.73947143,5013463.28212649
27,5,0,0,6,11,2018100.77858015,5576832.71346949
25,0,0,2,1,3,1476369.98423967,4798990.31608249
23,3,2,0,4,9,2066004.83389812,8126459.58960745
13,1,1,0,5,7,1733904.50514561,6278810.07510382
24,1,1,0,7,9,2357034.15639993,4696685.35418378
16,1,1,0,7,9,2083344.45956879,3626519.41691286
23,0,0,0,7,7,2043412.14576927,8619883.03604473
32,4,3,2,4,13,3087834.38072105,8238992.43640042
22,0,1,1,2,4,1563024.83266975,7581188.90942025
40,4,0,1,1,6,1504057.90028905,5290751.57682916
34,5,2,0,2,9,1800000.87098416,5542798.99041668
29,5,1,2,4,12,2188866.14426049,6120603.37991126
21,3,0,1,4,8,1532927.59923477,5784106.61862589
17,0,1,2,3,6,1783905.27853625,3154970.90041539
12,4,2,2,6,14,1856092.10403527,7901447.73396062
16,5,1,0,5,11,1816199.25614905,6197905.78337638
16,3,1,2,1,7,1688104.91332312,5323019.70024269
28,0,1,0,1,2,1089673.65757421,4335668.79500592
15,0,3,2,3,8,2308602.96942705,7331981.65178326
24,3,0,1,7,11,1656531.34698132,5179499.14850817
40,5,0,1,7,13,2330224.17889606,8473609.38885245
31,4,2,0,7,13,2722546.37041198,6382368.41302601
12,2,3,2,6,13,1613643.88182966,6106177.06597006
33,5,1,2,7,15,1543352.91800034,5712667.67121435
36,2,3,0,1,6,2099739.71892734,5176316.76415757
12,5,1,2,7,15,2256272.03212265,3321808.40134693
32,2,3,2,7,14,2481506.47862101,6796069.06878675
11,3,1,0,6,10,1996433.11770448,4641108.49576097
27,2,1,1,1,5,1290621.05527031,5677613.12174721
25,3,0,2,6,11,2410723.62003006,6991483.9602677
39,0,1,2,1,4,1565747.07523576,2027608.25503368
19,1,0,0,3,4,1442651.33092974,3793959.14651553
32,3,0,0,6,9,2418112.4482954,4923781.55380925
24,6,1,1,3,11,1990433.78999361,4313511.53998667
36,1,0,1,1,3,1345528.85066697,3188471.43015722
14,2,1,1,1,5,1836666.47079038,3172786.04515109
21,0,1,0,6,7,2010966.03562985,4236023.48529793
35,5,1,2,0,8,2016952.23059872,4223843.05471004
12,2,3,1,7,13,1943357.21466555,8244891.24407613
34,3,3,2,2,10,1623796.6774447,3190695.2960658
39,1,2,2,7,12,1988677.11029474,7209492.77028048
30,2,2,0,2,6,1713512.65280593,8191492.48843439
36,0,0,0,1,1,1210008.2790265,2233715.5448457003
38,4,2,2,2,10,1828097.08950921,5055388.50523135
21,2,0,0,4,6,1546929.26289317,7341038.79276213
10,6,0,1,3,10,2553474.31487043,4741583.35410957
32,1,3,2,4,10,1948357.50219858,5573159.22357413
20,6,0,1,5,12,2152003.18883568,7056476.23135393
12,1,0,0,4,5,1655585.96594066,6629042.65604856
24,5,1,1,7,14,1479715.40254607,5227910.95990013
17,6,3,0,7,16,2463855.62065355,6009513.68924243
40,3,0,2,0,5,1589247.50739872,4371219.97275275
15,6,0,2,3,11,2440465.1022571,6067648.92546722
10,3,2,1,3,9,1826851.0601369,7338653.73060292
23,5,2,2,7,16,2796861.98314401,8248752.90884174
12,6,3,0,3,12,2613952.67232221,9937804.80682918
12,1,1,0,0,2,1099886.02655102,3317816.89094769
20,6,1,0,2,9,2247914.18958179,7448040.6850261
31,2,2,0,6,10,2552274.13729649,3670906.87335907
11,1,1,0,5,7,1677506.71597011,5981992.81008701
39,3,0,0,1,4,1273524.90385954,4693012.69600294
36,4,3,2,3,12,2151523.67732125,4483527.49493081
14,0,3,2,1,6,1384298.5004201,4722449.18941573
39,1,0,2,4,7,1961780.31658096,4208735.38063744
10,1,0,1,3,5,1481793.41440084,3410951.01010865
36,4,0,0,2,6,1500022.90895234,3481230.55268339
20,2,0,2,4,8,1342074.48319341,6713160.79767364
18,6,2,0,1,9,1648549.36423827,5843438.13596154
18,6,1,0,2,9,1444411.13012842,6000762.889176
31,5,3,2,1,11,2450309.96462313,6891563.10350986
18,5,3,1,6,15,2437812.92318134,9183297.74854783
15,3,2,2,6,13,1913360.29512764,7692997.01666959
35,2,1,0,3,6,1683482.18155788,2397526.75862358
33,6,3,1,1,11,2517735.24902502,4896525.11927984
19,2,2,2,3,9,1825081.45325914,3223166.63639423
23,4,2,0,6,12,2017910.04399943,9668693.10778838
11,0,3,0,5,8,1527433.63329328,8759327.02354649
38,1,0,1,5,7,1479565.89205435,4871654.10598732
27,1,2,2,1,6,1844550.36952273,5551153.35904273
23,3,2,0,6,11,2327675.47244615,7684994.98594115
39,6,3,0,4,13,2207675.83715149,4688396.31857847
26,3,1,1,7,12,2418712.11730693,6337029.51585521
25,3,0,1,6,10,2118657.31232182,6546161.74637064
36,4,3,2,5,14,1986105.75559616,7013783.47981378
26,3,1,1,7,12,1606422.65054395,6209553.18734941
37,5,3,2,6,16,2867318.24826532,10085760.9065373
29,3,1,0,7,11,2503311.28772427,5602247.25287237
24,2,0,0,1,3,868630.300049003,5657681.56335708
17,0,3,2,6,11,2712054.71306496,4363739.83921778
18,1,3,2,2,8,1720114.17385953,5553877.481505999
33,0,2,2,7,11,1589945.30851303,6129021.78830648
39,5,2,1,6,14,3342109.01936845,6673148.38904499
22,1,1,1,0,3,1208245.59105423,1225209.04098924
19,1,1,2,1,5,1508881.04598673,7109507.08678238
25,5,2,2,6,15,2337818.0126332995,9812698.49184745
20,4,3,2,3,12,2010508.38038272,6683482.35516759
12,0,1,2,5,8,1247989.44016171,4344345.15872956
13,5,1,1,2,9,1872803.84146925,5636602.20092959
20,6,1,0,2,9,1675448.78082947,3316423.87069227
