"SEX","STATUS","CHILDREN","Est_Income","AGE","PAY_MTHD","CHURNED"
"M","M",0,11131.6,49,"CC","Current"
"M","M",1,60933.9,74,"CC","Vol"
"F","S",2,21396.2,50,"CC","Vol"
"M","M",1,23668.2,48,"CC","Current"
"M","M",2,49022.9,94,"CC","Current"
"M","S",1,85705.8,87,"Auto","Current"
"F","M",2,49561,75,"Auto","Vol"
"F","S",1,79129.2,48,"CC","Vol"
"F","M",1,17866.9,30,"CC","Current"
"F","S",1,91347.1,67,"CC","Vol"
"M","S",1,44469.6,20,"CC","Current"
"F","M",0,73728.3,68,"Auto","Vol"
"F","M",2,64546.4,53,"Auto","Current"
"M","S",1,84217.7,23,"CC","Current"
"F","M",1,63778.3,47,"CC","Vol"
"F","M",1,10107.7,25,"CC","Vol"
"F","M",1,73089.7,19,"CC","Current"
"F","S",1,63712.1,23,"CC","Current"
"M","S",1,35381.6,36,"CC","Current"
"M","M",0,39598.7,48,"CC","Current"
"F","S",2,23671.6,20,"CC","Vol"
"F","M",0,77210.6,21,"Auto","Current"
"M","S",2,66026,61,"Auto","Current"
"F","M",2,32118.4,51,"CC","Vol"
"M","S",2,86258.6,56,"CC","Current"
"F","M",2,85246.6,48,"CC","Vol"
"M","M",2,98734.7,29,"CC","Current"
"F","S",0,61639.7,70,"CC","Vol"
"M","S",1,14258.4,93,"CC","Vol"
"F","S",1,23657.4,85,"CC","Vol"
"F","S",0,99514.6,86,"CC","Vol"
"F","M",2,92285.4,44,"CH","Current"
"M","M",0,40551,82,"CH","Current"
"M","M",0,70239.8,45,"CC","Current"
"F","M",0,29953.1,59,"CH","Vol"
"M","M",0,19231.2,50,"CC","Current"
"M","M",0,50290.7,94,"CC","Current"
"M","M",2,46165.2,56,"CC","Current"
"F","S",0,54844.2,55,"CC","Vol"
"F","M",1,66755.6,94,"Auto","Vol"
"M","S",1,92798.9,56,"CC","Current"
"F","M",0,68828.4,49,"CH","Vol"
"M","M",1,77149.1,57,"CH","Current"
"M","M",1,42211.8,70,"CC","Current"
"M","M",0,91655.8,89,"CC","Current"
"M","M",0,77293.3,18,"CC","Current"
"F","M",1,62751.3,65,"CC","Vol"
"F","M",1,43563.4,41,"CC","Vol"
"F","M",1,79685,61,"Auto","Vol"
"M","S",1,65867.1,83,"CH","Current"
"M","M",1,75818.9,48,"CC","Current"
"M","S",0,49728.7,34,"Auto","Current"
"M","M",0,20953.2,60,"CC","Current"
"F","M",2,56412.5,64,"CC","Vol"
"F","S",2,25200.8,63,"CH","Current"
"M","S",2,61417.3,56,"CC","Current"
"F","M",1,47916.3,41,"CC","Vol"
"F","M",0,45103.4,41,"CC","Current"
"M","M",0,94451.7,25,"CH","Current"
"M","S",0,57933.1,85,"CC","Current"
"M","M",0,585.791,95,"CC","Current"
"M","M",1,76837.4,70,"CH","Current"
"M","M",2,66312.2,20,"CH","Current"
"M","S",0,2825.56,74,"CC","Current"
"F","M",0,10391.1,65,"CC","Vol"
"M","M",2,40637.4,59,"Auto","Current"
"M","M",2,66634.9,57,"CH","Current"
"F","M",2,53162.2,37,"CH","Current"
"F","M",2,84342.2,63,"CC","Current"
"M","S",2,96929.8,85,"CC","Current"
"M","M",1,86537.4,55,"Auto","Current"
"M","S",0,84754.4,54,"CH","Current"
"M","M",0,81360.6,67,"Auto","Vol"
"F","M",2,89270.4,82,"CC","Current"
"M","M",2,50290.7,53,"CC","Current"
"F","M",2,94159.9,81,"CC","Vol"
"M","M",2,57898.5,81,"Auto","Current"
"F","M",1,62126.4,42,"Auto","Vol"
"M","S",1,57091.6,76,"CC","Current"
"M","S",1,75826.6,63,"CH","Vol"
"F","S",0,8604.64,82,"CC","Vol"
"M","M",0,73210.8,50,"CC","Current"
"F","S",2,87872.9,81,"Auto","Vol"
"M","M",0,63671.3,21,"Auto","Current"
"F","M",0,91427.2,59,"CC","Vol"
"M","M",2,88392,86,"CH","Current"
"M","S",0,8513.14,90,"CC","Current"
"M","S",2,16472.4,63,"CH","Current"
"F","M",2,83890.7,80,"CC","Current"
"M","S",2,9229.55,34,"CC","Current"
"F","M",0,58641.2,56,"CC","Current"
"F","M",2,11947.3,37,"CC","Current"
"F","S",0,86735.5,69,"CC","Current"
"F","M",1,44773.7,86,"Auto","Vol"
"M","M",2,18345.3,35,"CC","Vol"
"M","M",0,94243.8,84,"CC","Current"
"F","M",2,84653.1,38,"CC","Current"
"F","S",2,52997.5,95,"CC","Vol"
"F","M",1,85192.9,70,"CH","Vol"
"M","M",0,11693.3,37,"CC","Current"
"M","M",0,59898.4,41,"CC","Current"
